title,link
Atomic layer deposition: an efficient tool for corrosion protection,https://www.sciencedirect.com/science/article/pii/S1359029422001133
Effects of Al Precursors on Deposition Selectivity of Atomic Layer Deposition of Al2O3 Using Ethanethiol Inhibitor,https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.0c02798
Theoretical design and computational screening of precursors for atomic layer deposition,https://www.sciencedirect.com/science/article/pii/S0010854516301291
Plasma-enhanced atomic layer deposition of Ta-N thin films,https://iopscience.iop.org/article/10.1149/1.1423642/meta
Modeling of sputter-based atomic layer deposition with altered parameters,https://www.sciencedirect.com/science/article/pii/S2352492823023887
Investigation on the growth initiation of Ru thin films by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/cm100057y
High-resolution distance dependence study of surface-enhanced Raman scattering enabled by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.6b01276
Thermo-mechanical properties of alumina films created using the atomic layer deposition technique,https://www.sciencedirect.com/science/article/pii/S0924424710004292
Atomic layer deposition of hafnium dioxide films from hafnium tetrakis (ethylmethylamide) and water,https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-3862(20020903)8:5%3C199::AID-CVDE199%3E3.0.CO;2-U
Area-selective atomic layer deposition using Si precursors as inhibitors,https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.8b02774
Transport behavior of atomic layer deposition precursors through polymer masking layers: Influence on area selective atomic layer deposition,https://pubs.aip.org/avs/jvb/article/25/5/1721/469470
A comparative study on lanthanide oxide thin films grown by atomic layer deposition,https://www.sciencedirect.com/science/article/pii/S0040609004009083
Atomic Layer Deposition of Nanostructured TiO2 Photocatalysts via Template Approach,https://pubs.acs.org/doi/abs/10.1021/cm062576e
Atomic layer deposition: an enabling technology for the growth of functional nanoscale semiconductors,https://iopscience.iop.org/article/10.1088/1361-6641/aa7ade/meta
High dielectric constant TiO2 thin films on a Ru electrode grown at 250 C by atomic-layer deposition,https://pubs.aip.org/aip/apl/article/85/18/4112/939934
"Robust, functional nanocrystal solids by infilling with atomic layer deposition",https://pubs.acs.org/doi/abs/10.1021/nl2028848
Area-selective deposition of ruthenium by combining atomic layer deposition and selective etching,https://pubs.acs.org/doi/full/10.1021/acs.chemmater.9b00193
Atomic layer deposition of AlOx for thin film head gap applications,https://iopscience.iop.org/article/10.1149/1.1385822/meta
Applications of atomic layer deposition in design of systems for energy conversion,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.202102088
Growth of SnO2 thin films by atomic layer deposition and chemical vapour deposition: A comparative study,https://www.sciencedirect.com/science/article/pii/S0040609006002859
Plasma-enhanced atomic layer deposition of silver thin films,https://pubs.acs.org/doi/abs/10.1021/cm200402j
Interfaces in atomic layer deposited films: opportunities and challenges,https://onlinelibrary.wiley.com/doi/abs/10.1002/smsc.202300060
Electrical properties of atomic layer deposited aluminum oxide on gallium nitride,https://pubs.aip.org/aip/apl/article/99/13/133503/340766
Review of plasma-enhanced atomic layer deposition: Technical enabler of nanoscale device fabrication,https://iopscience.iop.org/article/10.7567/JJAP.53.03DA01/meta
Improved electrical performances of plasma-enhanced atomic layer deposited TaCxNy films by adopting Ar∕ H2 plasma,https://pubs.aip.org/aip/apl/article/91/25/252106/334792
Advanced electronic and optoelectronic materials by Atomic Layer Deposition: An overview with special emphasis on recent progress in processing of high‐k …,https://onlinelibrary.wiley.com/doi/abs/10.1002/pssa.200406798
Substrate‐Independent Palladium Atomic Layer Deposition,https://onlinelibrary.wiley.com/doi/abs/10.1002/cvde.200306246
Atomic layer deposition for efficient and stable perovskite solar cells,https://pubs.rsc.org/en/content/articlehtml/2019/cc/c8cc09578g
"Single-Atom Pd1/Graphene Catalyst Achieved by Atomic Layer Deposition: Remarkable Performance in Selective Hydrogenation of 1,3-Butadiene",https://pubs.acs.org/doi/abs/10.1021/jacs.5b06485
Low temperature atomic layer deposition of titania thin films,https://www.sciencedirect.com/science/article/pii/S0040609009014552
Low‐temperature atomic layer deposition of MoOx for silicon heterojunction solar cells,https://onlinelibrary.wiley.com/doi/abs/10.1002/pssr.201510117
Comparative Study of the Environmental Impact of Depositing Al2O3 by Atomic Layer Deposition and Spatial Atomic Layer Deposition,https://pubs.acs.org/doi/abs/10.1021/acssuschemeng.3c04135
Subnanometer palladium particles synthesized by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/cs2000957
Properties of tantalum oxide thin films grown by atomic layer deposition,https://www.sciencedirect.com/science/article/pii/0040609094063885
Atomic layer deposited Pt-Ru dual-metal dimers and identifying their active sites for hydrogen evolution reaction,https://www.nature.com/articles/s41467-019-12887-y
Growth of SrTiO3 and BaTiO3 thin films by atomic layer deposition,https://iopscience.iop.org/article/10.1149/1.1390884/meta
Chemically Stable Atomic-Layer-Deposited Al2O3 Films for Processability,https://pubs.acs.org/doi/abs/10.1021/acsomega.7b00443
"Thin films, atomic layer deposition, and 3D Printing: demystifying the concepts and their relevance in industry 4.0",https://www.taylorfrancis.com/books/mono/10.1201/9781003364481/thin-films-atomic-layer-deposition-3d-printing-kingsley-ukoba-tien-chien-jen
Photochemical atomic layer deposition and etching,https://www.sciencedirect.com/science/article/pii/S0257897216301050
Enhanced stability of LiCoO2 cathodes in lithium-ion batteries using surface modification by atomic layer deposition,https://iopscience.iop.org/article/10.1149/1.3258274/meta
Atomic layer deposition to heterostructures for application in gas sensors,https://iopscience.iop.org/article/10.1088/2631-7990/acc76d/meta
"Nanomanufacturing: high-throughput, cost-effective deposition of atomic scale thin films via atmospheric pressure spatial atomic layer deposition",https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.6b03077
Atomic layer deposition of MoS2 thin films,https://iopscience.iop.org/article/10.1088/2053-1591/2/3/035006/meta
Properties of AlN grown by plasma enhanced atomic layer deposition,https://www.sciencedirect.com/science/article/pii/S016943321100571X
MoS2 functionalization for ultra-thin atomic layer deposited dielectrics,https://pubs.aip.org/aip/apl/article/104/11/111601/25341
Atomic layer deposition of TiO2 on graphene for supercapacitors,https://iopscience.iop.org/article/10.1149/2.025204jes/meta
Stabilization of copper catalysts for liquid‐phase reactions by atomic layer deposition,https://onlinelibrary.wiley.com/doi/abs/10.1002/ange.201308245
Novel chemical route for atomic layer deposition of MoS 2 thin film on SiO 2/Si substrate,https://pubs.rsc.org/en/content/articlehtml/2014/nr/c4nr04816d
Growth of thin films of Co3O4 by atomic layer deposition,https://www.sciencedirect.com/science/article/pii/S0040609007005196
Ultralow surface recombination of c-Si substrates passivated by plasma-assisted atomic layer deposited Al2O3,https://pubs.aip.org/aip/apl/article/89/4/042112/986471
Stabilizing the interface of NASICON solid electrolyte against Li metal with atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/acsami.8b06366
Stabilizing small molecules on metal oxide surfaces using atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/nl402416s
"Ozone-based atomic layer deposition of alumina from TMA: Growth, morphology, and reaction mechanism",https://pubs.acs.org/doi/abs/10.1021/cm0608903
Plasma-assisted atomic layer deposition of Al2O3 moisture permeation barriers on polymers,https://pubs.aip.org/aip/apl/article/89/8/081915/165684
Atomic layer deposition on gram quantities of multi-walled carbon nanotubes,https://iopscience.iop.org/article/10.1088/0957-4484/20/25/255602/meta
Atomic layer deposition meets metal–organic frameworks,https://www.sciencedirect.com/science/article/pii/S0079642523000919
"Atomic layer deposition in nanostructured photovoltaics: tuning optical, electronic and surface properties",https://pubs.rsc.org/en/content/articlehtml/2015/nr/c5nr02080h
Tin oxide atomic layer deposition from tetrakis (dimethylamino) tin and water,https://pubs.aip.org/avs/jva/article/31/6/061503/388262
Atomic layer deposition of TiO2− xNx thin films for photocatalytic applications,https://www.sciencedirect.com/science/article/pii/S1010603005002728
Atomic Layer Deposition of Stable LiAlF4 Lithium Ion Conductive Interfacial Layer for Stable Cathode Cycling,https://pubs.acs.org/doi/abs/10.1021/acsnano.7b02561
Electrical performance of Al2O3 gate dielectric films deposited by atomic layer deposition on 4H-SiC,https://pubs.aip.org/aip/apl/article/91/20/203510/325163
Ultrathin direct atomic layer deposition on composite electrodes for highly durable and safe Li-ion batteries,https://apps.dtic.mil/sti/html/tr/ADA553356/
Atomic layer deposition of BN thin films,https://www.sciencedirect.com/science/article/pii/S0040609001017060
Atomic layer-deposited tunnel oxide stabilizes silicon photoanodes for water oxidation,https://www.nature.com/articles/nmat3047
"Layer-controlled, wafer-scale, and conformal synthesis of tungsten disulfide nanosheets using atomic layer deposition",https://pubs.acs.org/doi/abs/10.1021/nn405194e
Smoothing surface roughness using Al2O3 atomic layer deposition,https://www.sciencedirect.com/science/article/pii/S0169433221019371
Analytical model for island growth in atomic layer deposition using geometrical principles,https://pubs.aip.org/aip/jap/article/102/2/024906/380158
Atomic layer deposition of CdS films,https://pubs.acs.org/doi/abs/10.1021/cm100874f
Atomic layer deposition of  thin films using dimethylaluminum isopropoxide and water,https://pubs.aip.org/avs/jva/article-abstract/21/4/1366/1069135
The properties of plasma-enhanced atomic layer deposition (ALD) ZnO thin films and comparison with thermal ALD,https://www.sciencedirect.com/science/article/pii/S0169433210016612
Achieving area-selective atomic layer deposition on patterned substrates by selective surface modification,https://pubs.aip.org/aip/apl/article/86/19/191910/757037
Surface chemistry and film growth during TiN atomic layer deposition using TDMAT and NH3,https://www.sciencedirect.com/science/article/pii/S0040609003005339
Local deposition of high-purity Pt nanostructures by combining electron beam induced deposition and atomic layer deposition,https://pubs.aip.org/aip/jap/article/107/11/116102/147691
Layer-by-layer molecular assemblies for dye-sensitized photoelectrosynthesis cells prepared by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/jacs.7b07216
Supported core/shell bimetallic nanoparticles synthesis by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/cm301206e
HfO2 and Al2O3 gate dielectrics on GaAs grown by atomic layer deposition,https://pubs.aip.org/aip/apl/article/86/15/152904/899184
Atomic layer deposition (ALD) of metal gates for CMOS,https://www.mdpi.com/2076-3417/9/11/2388
Water treatment based on atomically engineered materials: Atomic layer deposition and beyond,https://www.cell.com/matter/fulltext/S2590-2385(21)00450-1
Chemical stability of titania and alumina thin films formed by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/acsami.5b03278
Low-temperature atomic layer deposition of ZnO thin films: Control of crystallinity and orientation,https://www.sciencedirect.com/science/article/pii/S0040609011005244
Development of a multiscale model for an atomic layer deposition process,https://www.sciencedirect.com/science/article/pii/S0022024809011385
Quantum confinement in amorphousTiO2 films studied via atomic layer deposition,https://iopscience.iop.org/article/10.1088/0957-4484/19/44/445401/meta
Quantitative in situ infrared analysis of reactions between trimethylaluminum and polymers during Al2O3 atomic layer deposition,https://pubs.rsc.org/en/content/articlepdf/2012/jm/c2jm32343e
Quartz Crystal Microbalance Studies of Al2O3 Atomic Layer Deposition Using Trimethylaluminum and Water at 125 °C,https://pubs.acs.org/doi/abs/10.1021/jp9049268
Highly dispersed Pt nanoparticle catalyst prepared by atomic layer deposition,https://www.sciencedirect.com/science/article/pii/S0926337310001669
Using atomic layer deposition to hinder solvent decomposition in lithium ion batteries: first-principles modeling and experimental studies,https://pubs.acs.org/doi/abs/10.1021/ja205119g
Modification of SOFC cathodes by atomic layer deposition,https://iopscience.iop.org/article/10.1149/2.045311jes/meta
Morphology and crystallization kinetics in  thin films grown by atomic layer deposition,https://pubs.aip.org/aip/jap/article-abstract/93/3/1477/292153
Atomic layer deposition of tin dioxide nanofilms: A review,https://www.researchgate.net/profile/Denis-Nazarov/publication/275968673_Atomic_layer_deposition_of_tin_dioxide_nanofilms_A_review/links/554cb2500cf29752ee7f35c5/Atomic-layer-deposition-of-tin-dioxide-nanofilms-A-review.pdf
HfO2 on MoS2 by Atomic Layer Deposition: Adsorption Mechanisms and Thickness Scalability,https://pubs.acs.org/doi/abs/10.1021/nn404775u
Low temperature plasma-enhanced atomic layer deposition of metal oxide thin films,https://iopscience.iop.org/article/10.1149/1.3428705/meta
Atomic layer deposition of Al-doped ZnO films: effect of grain orientation on conductivity,https://pubs.acs.org/doi/abs/10.1021/cm101227h
Atomic layer deposition for lithium‐based batteries,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/admi.201600564
Surface reactions during atomic layer deposition of Pt derived from gas phase infrared spectroscopy,https://pubs.aip.org/aip/apl/article/95/1/013114/337554
Atomic layer deposition of TiO2 thin films from TiI4 and H2O,https://www.sciencedirect.com/science/article/pii/S016943320200497X
Atomic Layer Deposition of Ga2O3 Films Using Trimethylgallium and Ozone,https://pubs.acs.org/doi/abs/10.1021/cm300712x
Atomic layer deposition of vanadium oxide on carbon nanotubes for high-power supercapacitor electrodes,https://pubs.rsc.org/en/content/articlehtml/2012/ee/c2ee21110f
Low temperature thermal atomic layer deposition of cobalt metal films,https://pubs.acs.org/doi/full/10.1021/acs.chemmater.5b03504
Young modulus and Poisson ratio measurements of TiO2 thin films deposited with Atomic Layer Deposition,https://www.sciencedirect.com/science/article/pii/S0257897211011169
A perspective on new opportunities in atom-by-atom synthesis of heterogeneous catalysts using atomic layer deposition,https://link.springer.com/article/10.1007/s10562-020-03412-8
Lithium phosphate thin films grown by atomic layer deposition,https://iopscience.iop.org/article/10.1149/2.052203jes/meta
Comparison of  films grown by atomic layer deposition using  and  or  as the oxidant,https://pubs.aip.org/aip/jap/article-abstract/94/5/3641/483336
Atomic layer deposition to materials for gas sensing applications,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/admi.201600335
Influence of the oxygen plasma parameters on the atomic layer deposition of titanium dioxide,https://iopscience.iop.org/article/10.1088/0957-4484/26/2/024003/meta
Critical tensile and compressive strains for cracking of Al2O3 films grown by atomic layer deposition,https://pubs.aip.org/aip/jap/article/109/8/084305/930201
A DFT Study of the Al2O3 Atomic Layer Deposition on SAMs:  Effect of SAM Termination,https://pubs.acs.org/doi/abs/10.1021/cm035009p
Atomic layer deposited aluminum oxide barrier coatings for packaging materials,https://www.sciencedirect.com/science/article/pii/S0040609009013996
Gas diffusion ultrabarriers on polymer substrates using Al2O3 atomic layer deposition and SiN plasma-enhanced chemical vapor deposition,https://pubs.aip.org/aip/jap/article/106/2/023533/393529
Area-Selective Atomic Layer Deposition of SiO2 Using Acetylacetone as a Chemoselective Inhibitor in an ABC-Type Cycle,https://pubs.acs.org/doi/abs/10.1021/acsnano.7b04701
Supported Ru− Pt bimetallic nanoparticle catalysts prepared by atomic layer deposition,https://pubs.acs.org/doi/abs/10.1021/nl101567m
Theoretical Understanding of the Reaction Mechanism of SiO2 Atomic Layer Deposition,https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.5b04422
Atomic layer deposition of nickel oxide films using Ni (dmamp) 2 and water,https://pubs.aip.org/avs/jva/article/23/4/1238/102185
Atomic layer deposition for nanoscale oxide semiconductor thin film transistors: review and outlook,https://iopscience.iop.org/article/10.1088/2631-7990/acb46d/meta
Structural properties of AlN films deposited by plasma‐enhanced atomic layer deposition at different growth temperatures,https://onlinelibrary.wiley.com/doi/abs/10.1002/pssa.201127430
Atmospheric pressure process for coating particles using atomic layer deposition,https://onlinelibrary.wiley.com/doi/abs/10.1002/cvde.200906775
Ultrathin InGaO thin film transistors by atomic layer deposition,https://ieeexplore.ieee.org/abstract/document/10003230/
In Situ Mass Spectrometry Study on Surface Reactions in Atomic Layer Deposition of Al2O3 Thin Films from Trimethylaluminum and Water,https://pubs.acs.org/doi/abs/10.1021/la991183+
Low temperature chemical vapor deposition using atomic layer deposition chemistry,https://pubs.acs.org/doi/abs/10.1021/cm504216p
Application of atomic layer deposition of platinum to solid oxide fuel cells,https://pubs.acs.org/doi/abs/10.1021/cm7033189
Atomic layer deposition of ultrathin and conformal Al2O3 films on BN particles,https://www.sciencedirect.com/science/article/pii/S0040609000009731
Effective atomic interface engineering in Bi2Te2. 7Se0. 3 thermoelectric material by atomic-layer-deposition approach,https://www.sciencedirect.com/science/article/pii/S221128551830274X
Selection criteria for small-molecule inhibitors in area-selective atomic layer deposition: fundamental surface chemistry considerations,https://pubs.acs.org/doi/abs/10.1021/acs.accounts.3c00221
Exploitation of atomic layer deposition for nanostructured materials,https://www.sciencedirect.com/science/article/pii/S0928493106001834
Structural and electrical properties of ZnO thin films deposited by atomic layer deposition at low temperatures,https://iopscience.iop.org/article/10.1149/1.2957915/meta
Leakage current and breakdown electric-field studies on ultrathin atomic-layer-deposited Al2O3 on GaAs,https://pubs.aip.org/aip/apl/article/87/18/182904/330143
Evolution of microstructure and related optical properties of ZnO grown by atomic layer deposition,https://www.beilstein-journals.org/bjnano/articles/4/78
Atomic layer deposition of lithium phosphorus oxynitride,https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.5b02199
Atomic layer deposition—a versatile toolbox for designing/engineering electrodes for advanced supercapacitors,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/advs.202303055
Controlling preferred orientation of ZnO thin films by atomic layer deposition.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00222461&asa=N&AN=16622868&h=7d0fc%2B1vQqx88i5cXe39ffsz9RJa2Id6gASYc0Q6kkdg1btqkmFdmR4cdDBBqBz4FYfiZkYt0IFjmTJneBhxIA%3D%3D&crl=c
Growth of p-type hematite by atomic layer deposition and its utilization for improved solar water splitting,https://pubs.acs.org/doi/abs/10.1021/ja300319g
Electrocatalysts by atomic layer deposition for fuel cell applications,https://www.sciencedirect.com/science/article/pii/S2211285516000276
Highly efficient flexible inverted organic solar cells using atomic layer deposited ZnO as electron selective layer,https://pubs.rsc.org/en/content/articlehtml/2010/jm/b921396a
Atomic Layer Deposition of High‐k Oxides of the Group 4 Metals for Memory Applications,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adem.200800316
Passivation effects of atomic-layer-deposited aluminum oxide,https://epjpv.epj.org/articles/epjpv/abs/2013/01/pv120018/pv120018.html
Atomic layer deposition on particles using a fluidized bed reactor with in situ mass spectrometry,https://www.sciencedirect.com/science/article/pii/S0257897207005130
TiO2 inverse opals fabricated using low-temperature atomic layer deposition,https://www.academia.edu/download/73689436/adma.20040064820211026-18510-sc9vd1.pdf
"Area-selective atomic layer deposition: conformal coating, subnanometer thickness control, and smart positioning",https://pubs.acs.org/doi/abs/10.1021/acsnano.5b05249
Metal fluoride thin films prepared by atomic layer deposition,https://iopscience.iop.org/article/10.1149/1.2054910/meta
Atomic layer deposition of two dimensional MoS2 on 150 mm substrates,https://pubs.aip.org/avs/jva/article/34/2/021515/246221
Atomic layer deposition of TiO2 from tetrakis-dimethyl-amido titanium or Ti isopropoxide precursors and H2O,https://pubs.aip.org/aip/jap/article/102/8/083521/375662
Applications and advantages of atomic layer deposition for lithium-ion batteries cathodes,https://www.mdpi.com/2313-0105/8/10/184
Coordination and interface analysis of atomic-layer-deposition  on Si(001) using energy-loss near-edge structures,https://pubs.aip.org/aip/apl/article-abstract/83/21/4306/509500
Chemical and structural study of electrically passivating Al2O3/Si interfaces prepared by atomic layer deposition,https://pubs.aip.org/avs/jva/article/30/4/04D106/920812
