¼ø¼­,Precursor,Co-reactant,Precursor_Pulse Time (s),Co-reactant_Pulse Time (s),Cycles (n),Temperature (¡ÆC),Pressure (torr),Purge Gas,Purge Time (s),Purge Gas Flow Rate (cm3/min),Precursor Flow Rate,Co-reactant Flow Rate,Thickness (nm),"Surface Roughness (RMS, nm)",Uniformity (%),"Step Coverage (sc, %)",Density (g?cm?3),GPC (A¢ª?cycle?1),,Aspect Ratio (AR),Leakage Current Density (A?cm?2),Dielectric Constant (¥å),Breakdown Field (MV?cm?1),Paper Title
18,MeCpPtMe©ý,O©ü,0.1,0.2,300 - 500,250,0.5,N2,5,200,,,5,,¡¾3.00,Pt ? 75 %,,0.4,,3,,,,"Pt?Al©üO©ý dual layer atomic layer deposition coating in high aspect ratio nanoporous membranes (G. Pardon et al., 2013)"
19,TMA,O©ü,0.1,0.2,500,300,0.2,Ar,3,100,,,50,,¡¾3.00,Al©üO©ý = 95 % (AR = 5),3,1,,4.25,,,,Conformality of Al©üO©ý and AlN Deposited by Plasma?Enhanced Atomic Layer Deposition
19,TMA,O©ü,0.1,0.2,500,300,0.2,Ar,3,100,,,50,,¡¾3.00,Al©üO©ý = 80 % (AR = 22),3,1,,4.25,,,,Conformality of Al©üO©ý and AlN Deposited by Plasma?Enhanced Atomic Layer Deposition
19,TMA,N©ü/H©ü,0.1,0.2,500,300,0.2,Ar,3,100,,,45,,¡¾3.00,AlN = 90 % (AR = 5),3.2,0.9,,4.25,,,,Conformality of Al©üO©ý and AlN Deposited by Plasma?Enhanced Atomic Layer Deposition
19,TMA,N©ü/H©ü,0.1,0.2,500,300,0.2,Ar,3,100,,,45,,¡¾3.00,AlN = 70 % (AR = 22),3.2,0.9,,4.25,,,,Conformality of Al©üO©ý and AlN Deposited by Plasma?Enhanced Atomic Layer Deposition
20,TMA,H©üO,0.1,0.1,500,300,0.5,N2,5,200,,,30 - 50,,¡¾2.00,98 % (AR = 10),3,1,,,,,,"Tunable Atomic Layer Deposition into Ultra?High?Aspect?Ratio (>60?000:1) Structures (A. J. Gayle et al., 2021)"
20,TMA,H©üO,0.1,0.1,500,300,0.5,N2,5,200,,,30 - 50,,¡¾2.00,90 % (AR = 1 000),3,1,,,,,,"Tunable Atomic Layer Deposition into Ultra?High?Aspect?Ratio (>60?000:1) Structures (A. J. Gayle et al., 2021)"
20,TMA,H©üO,0.1,0.1,500,300,0.5,N2,5,200,,,30 - 50,,¡¾2.00,60 % (AR = 60 000),3,1,,,,,,"Tunable Atomic Layer Deposition into Ultra?High?Aspect?Ratio (>60?000:1) Structures (A. J. Gayle et al., 2021)"
21,TMA,H©üO,0.1,0.1,500,200,0.4,N2,5,200,,,50,,¡¾2.00,Al©üO©ý ? 95 % (AR 200),3,1.1,,50,,,,"Microscopic silicon?based lateral high?aspect?ratio (LHAR) test structures for ALD conformality analysis (J. V?is?nen et al., J. Vac. Sci. Technol. A , 2014)"
21,TiCl©þ,H©üO,0.1,0.1,500,200,0.4,N2,5,200,,,50,,¡¾2.00,TiO©ü ? 85 % (AR 200),3.8,0.9,,50,,,,"Microscopic silicon?based lateral high?aspect?ratio (LHAR) test structures for ALD conformality analysis (J. V?is?nen et al., J. Vac. Sci. Technol. A , 2014)"
21,DEZ,H©üO,0.1,0.1,500,200,0.4,N2,5,200,,,50,,¡¾2.00,ZnO ? 75 % (AR 200),5.6,1.6,,50,,,,"Microscopic silicon?based lateral high?aspect?ratio (LHAR) test structures for ALD conformality analysis (J. V?is?nen et al., J. Vac. Sci. Technol. A , 2014)"
22,TMA,H©üO,,,500,200,0.1,N2,,,,,30 - 50,,¡¾3.00,95 % (AR = 10),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,225,0.2,N2,,,,,30 - 50,,¡¾3.00,70 % (AR = 200),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,250,0.3,N2,,,,,30 - 50,,¡¾3.00,55 % (AR = 500),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,275,0.4,N2,,,,,30 - 50,,¡¾3.00,95 % (AR = 10),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,300,0.5,N2,,,,,30 - 50,,¡¾3.00,70 % (AR = 200),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,200,0.6,N2,,,,,30 - 50,,¡¾3.00,55 % (AR = 500),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,225,0.7,N2,,,,,30 - 50,,¡¾3.00,95 % (AR = 10),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,250,0.8,N2,,,,,30 - 50,,¡¾3.00,70 % (AR = 200),3,1,,,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,275,0.9,N2,,,,,30 - 50,,¡¾3.00,55 % (AR = 500),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
22,TMA,H©üO,,,500,300,1,N2,,,,,30 - 50,,¡¾3.00,95 % (AR = 10),3,1,,5,,,,Modeling incomplete conformality during atomic layer deposition in high aspect ratio structures (2023)
23,TMA,H©üO,0.05,0.05,100,100,0.08,N2,0.1,100,10,10,100,0.3,¡¾1.00,50 ? 100 (%),2.5,0.5,,10,7,5,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.07,0.08,200,139,0.28,N2,1.2,122,14,14,133,0.43,¡¾1.44,50 ? 100 (%),3.28,0.61,,11,9,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.09,0.11,300,178,0.47,N2,2.3,144,18,18,167,0.56,¡¾1.89,50 ? 100 (%),4.06,0.72,,12,11,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.11,0.13,400,217,0.66,N2,3.4,167,22,22,200,0.7,¡¾2.33,50 ? 100 (%),4.83,0.83,,13,13,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.13,0.15,500,256,0.86,N2,4.5,189,26,26,233,0.83,¡¾2.78,50 ? 100 (%),5.61,0.94,,14,15,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.15,0.17,600,294,1.05,N2,5.6,211,30,30,267,0.96,¡¾2.33,50 ? 100 (%),6.39,1.06,,15,17,5,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.17,0.18,700,333,1.24,N2,6.7,233,34,34,300,1.09,¡¾1.89,50 ? 100 (%),7.17,1.17,,16,19,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.18,0.2,800,350,1.43,N2,7.8,256,38,38,100,1.22,¡¾1.44,50 ? 100 (%),7.94,1.28,,17,21,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.2,0.2,900,100,1.62,N2,8.9,278,42,42,133,1.35,¡¾1.00,50 ? 100 (%),8.72,1.39,,18,23,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TMA,H©üO,0.05,0.05,1000,139,1.81,N2,10,300,46,46,167,1.5,¡¾1.00,50 ? 100 (%),2.5,1.5,,19,25,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.05,0.05,100,178,0.08,Ar,0.1,100,10,10,200,0.3,¡¾1.00,50 ? 100 (%),3.28,0.5,,20,7,5,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.07,0.08,200,217,0.28,Ar,1.2,122,14,14,233,0.43,¡¾1.44,50 ? 100 (%),4.06,0.61,,21,9,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.09,0.11,300,256,0.47,Ar,2.3,144,18,18,267,0.56,¡¾1.89,50 ? 100 (%),4.83,0.72,,22,11,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.11,0.13,400,294,0.66,Ar,3.4,167,22,22,300,0.7,¡¾2.33,50 ? 100 (%),5.61,0.83,,23,13,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.13,0.15,500,333,0.86,Ar,4.5,189,26,26,100,0.83,¡¾2.78,50 ? 100 (%),6.39,0.94,,24,15,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.15,0.17,600,350,1.05,Ar,5.6,211,30,30,133,0.96,¡¾2.33,50 ? 100 (%),7.17,1.06,,25,17,5,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.17,0.18,700,100,1.24,Ar,6.7,233,34,34,167,1.09,¡¾1.89,50 ? 100 (%),7.94,1.17,,10,19,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.18,0.2,800,139,1.43,Ar,7.8,256,38,38,200,1.22,¡¾1.44,50 ? 100 (%),8.72,1.28,,11,21,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.2,0.2,900,178,1.62,Ar,8.9,278,42,42,233,1.35,¡¾1.00,50 ? 100 (%),2.5,1.39,,12,23,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TiCl©þ,O©ý,0.05,0.05,1000,217,1.81,Ar,10,300,46,46,267,1.5,¡¾1.00,50 ? 100 (%),3.28,1.5,,13,25,9.89,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.05,0.05,100,256,0.08,N2,0.1,100,10,10,300,0.3,¡¾1.00,50 ? 100 (%),4.06,0.5,,14,7,5,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.07,0.08,200,294,0.28,N2,1.2,122,14,14,100,0.43,¡¾1.44,50 ? 100 (%),4.83,0.61,,15,9,6.22,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.09,0.11,300,333,0.47,N2,2.3,144,18,18,133,0.56,¡¾1.89,50 ? 100 (%),5.61,0.72,,16,11,7.44,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.11,0.13,400,350,0.66,N2,3.4,167,22,22,167,0.7,¡¾2.33,50 ? 100 (%),6.39,0.83,,17,13,8.67,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.13,0.15,500,100,0.86,N2,4.5,189,26,26,200,0.83,¡¾2.78,50 ? 100 (%),7.17,0.94,,18,15,9.89,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.15,0.17,600,139,1.05,N2,5.6,211,30,30,233,0.96,¡¾2.33,50 ? 100 (%),7.94,1.06,,19,17,5,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.17,0.18,700,178,1.24,N2,6.7,233,34,34,267,1.09,¡¾1.89,50 ? 100 (%),8.72,1.17,,20,19,6.22,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.18,0.2,800,217,1.43,N2,7.8,256,38,38,300,1.22,¡¾1.44,50 ? 100 (%),2.5,1.28,,21,21,7.44,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.2,0.2,900,256,1.62,N2,8.9,278,42,42,100,1.35,¡¾1.00,50 ? 100 (%),3.28,1.39,,22,23,8.67,Conformality in atomic layer deposition: Current status (2019),
23,DEZ,NH©ý,0.05,0.05,1000,294,1.81,N2,10,300,46,46,133,1.5,¡¾1.00,50 ? 100 (%),4.06,1.5,,23,25,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.05,0.05,100,333,0.08,Ar,0.1,100,10,10,167,0.3,¡¾1.00,50 ? 100 (%),4.83,0.5,,24,7,5,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.07,0.08,200,350,0.28,Ar,1.2,122,14,14,200,0.43,¡¾1.44,50 ? 100 (%),5.61,0.61,,25,9,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.09,0.11,300,100,0.47,Ar,2.3,144,18,18,233,0.56,¡¾1.89,50 ? 100 (%),6.39,0.72,,10,11,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.11,0.13,400,139,0.66,Ar,3.4,167,22,22,267,0.7,¡¾2.33,50 ? 100 (%),7.17,0.83,,11,13,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.13,0.15,500,178,0.86,Ar,4.5,189,26,26,300,0.83,¡¾2.78,50 ? 100 (%),7.94,0.94,,12,15,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.15,0.17,600,217,1.05,Ar,5.6,211,30,30,100,0.96,¡¾2.33,50 ? 100 (%),8.72,1.06,,13,17,5,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.17,0.18,700,256,1.24,Ar,6.7,233,34,34,133,1.09,¡¾1.89,50 ? 100 (%),2.5,1.17,,14,19,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.18,0.2,800,294,1.43,Ar,7.8,256,38,38,167,1.22,¡¾1.44,50 ? 100 (%),3.28,1.28,,15,21,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.2,0.2,900,333,1.62,Ar,8.9,278,42,42,200,1.35,¡¾1.00,50 ? 100 (%),4.06,1.39,,16,23,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TEMAH,O©ý,0.05,0.05,1000,350,1.81,Ar,10,300,46,46,233,1.5,¡¾1.00,50 ? 100 (%),4.83,1.5,,17,25,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.05,0.05,100,100,2,N2,0.1,100,10,10,267,0.3,¡¾1.00,50 ? 100 (%),5.61,0.5,,18,7,5,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.07,0.08,200,139,0.08,N2,1.2,122,14,14,300,0.43,¡¾1.44,50 ? 100 (%),6.39,0.61,,19,9,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.09,0.11,300,178,0.28,N2,2.3,144,18,18,100,0.56,¡¾1.89,50 ? 100 (%),7.17,0.72,,20,11,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.11,0.13,400,217,0.47,N2,3.4,167,22,22,133,0.7,¡¾2.33,50 ? 100 (%),7.94,0.83,,21,13,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.13,0.15,500,256,0.66,N2,4.5,189,26,26,167,0.83,¡¾2.78,50 ? 100 (%),8.72,0.94,,22,15,9.89,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.15,0.17,600,294,0.86,N2,5.6,211,30,30,200,0.96,¡¾2.33,50 ? 100 (%),2.5,1.06,,23,17,5,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.17,0.18,700,333,1.05,N2,6.7,233,34,34,233,1.09,¡¾1.89,50 ? 100 (%),3.28,1.17,,24,19,6.22,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.18,0.2,800,350,1.24,N2,7.8,256,38,38,267,1.22,¡¾1.44,50 ? 100 (%),4.06,1.28,,25,21,7.44,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.2,0.2,900,100,1.43,N2,8.9,278,42,42,300,1.35,¡¾1.00,50 ? 100 (%),4.83,1.39,,10,23,8.67,Conformality in atomic layer deposition: Current status (2019),
23,TDMAS,NH©ý,0.05,0.05,1000,139,1.62,N2,10,300,46,46,100,1.5,¡¾1.00,50 ? 100 (%),5.61,1.5,,11,25,9.89,Conformality in atomic layer deposition: Current status (2019),
24,TMA,EG (=Ethylene glycol),0.1,0.2,500,120,0.6,N2,5,200,,,50,,¡¾3.00,90 % (AR = 10),1.7,2.5,,10,,,,Molecular layer deposition of alucone in high aspect ratio trenches: The effect of the CVD component on the step coverage (2023)
24,TMA,EG (=Ethylene glycol),0.1,0.2,500,120,0.6,N2,5,200,,,50,,¡¾3.00,75 % (AR = 100),1.7,2.5,,10,,,,Molecular layer deposition of alucone in high aspect ratio trenches: The effect of the CVD component on the step coverage (2023)
24,TMA,EG (=Ethylene glycol),0.1,0.2,500,120,0.6,N2,5,200,,,50,,¡¾3.00,60 % (AR = 1000),1.7,2.5,,10,,,,Molecular layer deposition of alucone in high aspect ratio trenches: The effect of the CVD component on the step coverage (2023)
25,TEMAHf,O©ü,0.1,0.2,400,250,0.6,Ar,5,100,,,40,0.5,¡¾2.00,93 % (AR = 10),9.5,0.9,,10,1.00E-07,19.6,7.2,Deposition of HfO©ü by Remote Plasma ALD for High?Aspect?Ratio Trench Structures (2025)
25,TEMAHf,O©ü,0.1,0.2,400,250,0.6,Ar,5,100,,,40,0.5,¡¾2.00,85 % (AR = 50),9.5,0.9,,10,1.00E-07,19.6,7.2,Deposition of HfO©ü by Remote Plasma ALD for High?Aspect?Ratio Trench Structures (2025)
25,TEMAHf,O©ü,0.1,0.2,400,250,0.6,Ar,5,100,,,40,0.5,¡¾2.00,78 % (AR = 100),9.5,0.9,,10,1.00E-07,19.6,7.2,Deposition of HfO©ü by Remote Plasma ALD for High?Aspect?Ratio Trench Structures (2025)
26,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,95 % (AR 10),3,1.1,,50,,,,Competitive co?diffusion as a route to enhanced step coverage (2024)
26,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,85 % (AR 100),3,1.1,,50,,,,Competitive co?diffusion as a route to enhanced step coverage (2024)
26,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,70 % (AR 1000),3,1.1,,50,,,,Competitive co?diffusion as a route to enhanced step coverage (2024)
26,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,60 % (AR 5000),3,1.1,,50,,,,Competitive co?diffusion as a route to enhanced step coverage (2024)
27,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,100 % (AR = 10),3,1.1,,10,,,,Saturation profile based conformality analysis for atomic layer deposition: aluminum oxide in lateral high-aspect-ratio channels
27,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,90 % (AR = 100),3,1.1,,10,,,,Saturation profile based conformality analysis for atomic layer deposition: aluminum oxide in lateral high-aspect-ratio channels
27,TMA,H©üO,0.1,0.1,500,300,0.4,N2,5,200,,,50,,¡¾2.00,70 % (AR = 1000),3,1.1,,10,,,,Saturation profile based conformality analysis for atomic layer deposition: aluminum oxide in lateral high-aspect-ratio channels
28,TMA,H©üO,0.1,0.1,500,300,0.5,N2+Ar,5,150,,,45,0.6,¡¾3.00,95 % (AR 10),3,1,,50,,,,Using a Heavy Inert Diffusion Additive for Superconformal Atomic Layer Deposition
28,TMA,H©üO,0.1,0.1,500,300,0.5,N2+Ar,5,150,,,45,0.6,¡¾3.00,90 % (AR 100),3,1,,50,,,,Using a Heavy Inert Diffusion Additive for Superconformal Atomic Layer Deposition
28,TMA,H©üO,0.1,0.1,500,300,0.5,N2+Ar,5,150,,,45,0.6,¡¾3.00,80 % (AR 500),3,1,,50,,,,Using a Heavy Inert Diffusion Additive for Superconformal Atomic Layer Deposition
29,TMA,H©üO,0.1,0.1,500,300,0.5,N2,5,150,,,40,,¡¾2.00,95 % (AR 10),3,1,,50,,,,Multiscale CFD modelling for conformal atomic layer deposition (2023)
29,TMA,H©üO,0.1,0.1,500,300,0.5,N2,5,150,,,40,,¡¾2.00,85 % (AR 100),3,1,,10,,,,Multiscale CFD modelling for conformal atomic layer deposition (2023)
29,TMA,H©üO,0.1,0.1,500,300,0.5,N2,5,150,,,40,,¡¾2.00,70 % (AR 1000),3,1,,100,,,,Multiscale CFD modelling for conformal atomic layer deposition (2023)
30,LiOtBu,O©ü + N2,0.2,0.3,800,250,0.8,Ar,5,150,,,80,0.9,¡¾3.00,93 % (AR 20),2.5,1,,50,2.00E-07,12.1,6.8,Conformal High?Aspect?Ratio Solid Electrolyte Thin Films for All?Solid?State Batteries (2024)
30,TEPO,O©ü + N2,0.2,0.3,800,250,0.8,Ar,5,150,,,80,0.9,¡¾3.00,86 % (AR 50),2.5,1,,5,2.00E-07,12.1,6.8,Conformal High?Aspect?Ratio Solid Electrolyte Thin Films for All?Solid?State Batteries (2024)
30,NH©ý,O©ü + N2,0.2,0.3,800,250,0.8,Ar,5,150,,,80,0.9,¡¾3.00,78 % (AR 100),2.5,1,,5,2.00E-07,12.1,6.8,Conformal High?Aspect?Ratio Solid Electrolyte Thin Films for All?Solid?State Batteries (2024)
31,TDMAS,N©ü / NH©ý,0.1,0.2,600,350,0.7,Ar,5,100,,,60,0.6,¡¾2.00,94 % (AR 10),2.9,1,,10,3.00E-07,6.7,7,Enhancement of Conformality of Silicon Nitride Thin Films by ALD (2023)
31,TDMAS,N©ü / NH©ý,0.1,0.2,600,350,0.7,Ar,5,100,,,60,0.6,¡¾2.00,88 % (AR 50),2.9,1,,10,3.00E-07,6.7,7,Enhancement of Conformality of Silicon Nitride Thin Films by ALD (2023)
31,TDMAS,N©ü / NH©ý,0.1,0.2,600,350,0.7,Ar,5,100,,,60,0.6,¡¾2.00,80 % (AR 100),2.9,1,,10,3.00E-07,6.7,7,Enhancement of Conformality of Silicon Nitride Thin Films by ALD (2023)
